Duration (in seconds),What is your age (# years)?,What is your gender? - Selected Choice,In which country do you currently reside?,"Are you currently a student? (high school, university, or graduate)","What products or platforms did you find to be most helpful when you first started studying data science?  (Select all that apply) - Selected Choice - Online courses (Coursera, EdX, etc)","What products or platforms did you find to be most helpful when you first started studying data science?  (Select all that apply) - Selected Choice - Video platforms (YouTube, Twitch, etc)","What products or platforms did you find to be most helpful when you first started studying data science?  (Select all that apply) - Selected Choice - Kaggle (notebooks, competitions, etc)",What is the highest level of formal education that you have attained or plan to attain within the next 2 years?,"Have you ever published any academic research (papers, preprints, conference proceedings, etc)?",For how many years have you been writing code and/or programming?,What programming languages do you use on a regular basis? (Select all that apply) - Selected Choice - Python,Which of the following integrated development environments (IDE's) do you use on a regular basis?  (Select all that apply) - Selected Choice -  Jupyter Notebook,Do you use any of the following data visualization libraries on a regular basis?  (Select all that apply) - Selected Choice -  Matplotlib ,For how many years have you used machine learning methods?
220,8,0,39,0,0,1,0,6,1,2,0,0,1,8
566,4,0,55,0,1,0,1,3,0,4,0,1,1,5
1231,5,4,2,0,0,0,1,1,2,4,0,0,0,6
1210,4,0,26,0,0,1,0,1,2,1,0,0,0,6
221,0,4,20,1,0,0,1,3,0,5,0,1,1,9
427,0,4,34,1,1,0,0,0,1,5,0,1,1,7
1313,0,4,50,1,1,1,1,3,0,0,0,0,0,8
402,4,0,55,0,0,0,0,3,0,3,0,0,0,0
555,4,0,25,0,0,1,0,1,2,1,0,0,0,6
702,8,0,28,0,0,0,0,3,0,0,0,0,1,8
141,0,0,20,1,0,1,0,3,0,6,1,1,1,9
298,5,4,7,0,1,0,1,7,1,7,1,1,1,9
691,4,0,25,0,0,1,0,2,1,4,0,1,0,4
263,1,4,9,1,0,0,1,3,0,5,0,1,1,7
604,3,0,20,0,0,0,0,3,0,4,0,0,0,0
524,3,0,20,0,0,1,0,1,0,3,0,0,0,0
479,2,0,20,1,1,1,0,3,0,5,0,0,0,8
585,2,0,20,0,0,1,0,3,2,5,0,0,0,8
9232,1,4,20,0,0,1,1,6,1,5,0,1,0,8
36964,9,0,55,0,0,1,0,3,2,2,0,0,0,6
428,1,0,13,0,0,1,0,0,1,3,0,0,0,2
18669,1,0,13,1,0,1,1,0,1,3,0,0,0,0
1894,3,0,20,1,1,0,0,1,0,3,0,0,0,0
865,2,0,34,0,0,1,0,0,1,3,0,1,0,7
698,3,0,10,1,0,1,1,0,1,3,0,0,1,0
480,0,0,20,1,0,1,0,0,1,3,0,0,0,0
223,3,2,55,0,0,1,1,3,0,6,1,1,1,9
312,2,4,55,1,1,1,0,3,0,0,0,1,1,8
380,4,0,45,0,0,0,0,1,2,3,0,1,0,2
653,8,2,20,0,1,0,1,6,1,2,0,1,0,8
394,1,0,14,0,1,0,1,0,1,6,1,1,1,9
167,0,4,20,1,0,0,0,0,1,5,0,1,1,9
417,2,4,33,1,1,1,1,3,0,0,1,1,1,9
380,5,0,5,1,0,1,0,3,0,5,0,1,0,8
298,0,0,13,1,1,1,1,2,1,5,1,1,1,7
185,0,4,20,1,0,0,1,0,1,6,1,1,1,9
151,5,4,20,0,0,1,0,2,1,6,1,1,1,9
496,3,0,34,0,0,0,0,3,2,4,0,0,0,6
388,3,0,38,1,0,1,0,5,2,5,0,0,0,7
332,3,0,33,0,0,0,0,6,1,5,0,0,0,8
187,0,0,20,1,1,0,1,2,1,0,0,0,0,8
178,2,0,5,1,0,1,1,0,1,5,1,1,1,8
853,7,0,55,0,0,0,0,0,1,5,1,1,1,8
291,1,4,34,0,1,0,1,0,1,6,1,1,1,9
561,2,0,20,0,0,1,1,0,1,0,0,0,0,0
1881,4,0,34,0,0,0,0,3,0,3,0,0,0,5
262,1,0,20,1,1,0,1,0,1,3,0,0,1,8
438,4,0,55,0,0,1,1,3,0,1,0,0,0,5
579,3,4,55,0,0,1,1,6,1,5,1,0,1,8
341,4,0,10,1,0,0,1,3,2,0,0,0,0,0
682,3,0,35,0,0,1,0,0,1,3,0,0,0,2
368,0,4,20,1,1,0,1,6,1,5,0,0,1,7
317,0,0,33,1,1,0,0,0,1,6,1,1,1,9
1008,4,0,34,0,1,1,1,1,2,5,0,1,0,5
544,6,4,20,0,0,0,0,0,1,5,0,0,0,8
1589,4,0,8,0,0,0,0,3,0,0,0,0,0,0
876,5,0,33,0,1,0,1,3,0,5,0,0,0,8
448,2,0,20,1,0,1,1,3,0,5,0,0,0,8
168,3,0,7,1,0,1,1,1,2,4,0,0,0,8
255,1,4,20,1,0,1,0,3,2,0,0,0,0,0
189,4,0,3,0,1,0,1,2,1,3,1,1,1,7
405,2,0,34,1,1,0,1,4,1,6,1,1,1,9
362,5,4,55,1,1,0,0,0,1,4,0,1,0,4
193,3,0,20,0,0,0,1,0,1,6,1,1,1,9
152,1,4,5,1,1,0,1,0,1,5,0,1,1,9
594,2,0,20,0,1,1,1,0,1,5,0,1,1,7
428,1,4,55,0,1,1,1,0,1,5,0,0,1,7
401,4,0,8,1,0,0,0,0,1,3,0,1,0,8
634,2,4,20,0,0,0,0,3,0,0,0,0,0,0
705,7,0,34,0,0,1,1,3,0,3,0,1,0,5
594,5,4,51,0,0,1,0,1,0,1,0,1,0,0
128,1,4,55,1,1,0,1,3,0,0,0,0,1,4
921,9,0,34,0,0,1,1,1,2,2,0,0,1,6
449,8,0,18,0,0,0,1,2,1,2,0,0,1,7
145,0,0,20,1,0,0,0,3,0,0,0,1,1,9
709,6,0,20,0,1,1,0,5,2,0,0,0,0,8
342,3,0,20,0,0,0,1,3,0,4,1,1,1,7
292,4,4,55,0,0,0,1,6,1,6,1,1,1,9
643,0,4,34,1,1,0,1,0,1,6,1,1,1,9
571,1,0,27,1,0,0,1,0,1,3,0,0,0,0
631,3,0,46,0,1,0,0,1,2,4,0,0,0,5
323,0,0,20,1,0,0,1,0,1,0,0,0,0,7
244,3,0,55,0,0,0,0,1,0,4,0,0,0,8
153,4,0,20,0,0,0,1,3,0,1,0,0,1,9
167,7,4,55,1,0,0,1,0,1,5,1,1,1,7
1199,5,0,33,0,0,0,0,3,2,0,0,0,0,0
12516,6,0,10,0,1,1,0,5,2,0,0,0,1,9
531,6,0,46,0,0,0,0,3,0,4,1,1,1,6
670,2,0,20,1,0,0,0,3,0,0,0,0,0,7
447,3,0,46,0,0,0,0,0,1,4,0,0,1,5
248,4,0,21,0,1,0,0,3,0,0,1,1,1,9
263,0,0,20,1,1,1,0,0,1,5,0,0,0,7
226,0,0,20,1,1,1,1,0,1,5,0,0,0,7
413,3,0,20,1,1,0,0,0,1,5,0,1,1,2
1123127,8,0,26,0,0,0,0,4,1,2,0,0,1,8
270,1,0,33,0,0,0,1,0,1,6,1,1,1,9
203,0,0,20,1,0,1,0,3,2,3,0,0,0,0
1053,4,0,15,0,0,1,0,1,2,3,0,0,0,0
202,6,0,34,1,0,1,1,0,1,4,0,0,1,9
481,3,0,5,1,0,1,0,3,2,5,0,0,1,8
512,0,0,20,1,1,0,1,6,1,5,1,1,1,8
251,0,0,20,1,1,0,0,3,0,5,0,0,0,7
4928,5,0,42,0,0,1,0,1,2,1,0,0,0,5
276,1,4,20,1,0,0,1,2,1,5,0,0,0,8
2570,4,4,20,0,1,1,1,1,2,4,0,1,1,9
158,0,0,20,1,1,1,1,3,0,5,0,0,0,7
407,6,0,42,0,0,1,0,3,0,1,0,0,0,7
612,7,0,54,0,0,0,0,1,2,1,0,1,0,6
504,6,0,2,1,1,1,0,1,2,2,0,0,0,1
303,1,0,28,0,1,0,1,0,1,0,1,0,1,0
528,0,2,20,1,0,1,0,0,1,6,1,1,1,9
460,1,0,55,1,0,0,0,3,0,3,0,0,0,4
228,0,0,13,1,0,0,0,0,1,0,0,0,0,0
188,1,2,20,1,0,0,0,0,1,3,0,0,0,8
154,0,0,20,1,1,1,0,0,1,6,1,1,1,9
236,0,4,20,1,0,0,0,2,1,0,0,0,0,8
334,1,2,26,1,1,0,0,3,0,4,0,1,0,2
189,2,0,55,1,1,0,1,0,1,0,0,1,1,0
627,6,4,28,0,0,1,1,3,2,1,1,1,1,8
382,1,4,20,1,0,1,0,0,1,5,0,0,1,7
371,1,0,20,1,0,0,0,3,0,5,0,1,0,8
829,2,0,20,0,0,1,0,3,2,5,0,0,0,8
710,3,0,2,0,0,1,0,3,2,4,0,1,0,2
30668,2,0,55,0,0,0,1,0,1,3,0,0,0,2
349,3,0,34,0,0,0,0,0,1,2,1,1,1,8
394,0,0,34,1,1,1,0,0,1,0,1,1,1,8
175,6,0,55,0,1,0,1,7,1,7,1,1,1,9
758,2,4,55,1,0,0,1,3,2,0,0,0,1,9
457,1,0,13,0,0,1,0,3,0,0,0,0,0,0
404,4,4,20,0,1,0,1,2,1,1,1,1,1,7
338,1,0,9,1,1,0,1,7,1,7,1,1,1,9
160,4,4,5,1,1,0,1,0,1,6,1,1,1,9
403,0,0,14,1,1,0,1,6,1,4,0,1,0,4
536,3,0,9,0,0,0,0,3,0,4,0,0,0,4
362,4,0,20,0,0,1,0,5,2,4,0,0,0,0
504,7,4,55,0,0,0,1,0,1,5,1,1,1,7
176,6,0,20,0,1,0,0,1,2,6,1,1,1,9
259,0,4,33,1,0,1,1,3,0,5,0,0,1,7
147,1,0,5,1,0,0,0,0,1,0,0,0,0,7
490,4,0,33,0,1,0,1,3,0,0,1,1,1,7
575,1,0,20,1,1,1,0,0,1,3,0,1,0,0
199,3,0,40,0,0,1,1,3,0,3,0,1,0,8
224,4,4,56,1,1,1,1,3,0,6,1,1,1,9
23020,3,0,27,0,1,0,0,0,1,4,0,1,1,8
190,0,0,20,1,1,1,1,0,1,5,0,0,0,7
2794,3,4,20,1,1,1,1,1,0,5,0,0,1,8
245,3,0,20,1,0,1,0,2,1,0,0,0,0,0
482,0,0,20,1,0,1,1,3,2,0,0,0,0,0
1207,2,0,49,0,1,1,0,4,1,0,1,1,1,7
266,2,4,20,0,0,0,1,3,2,5,1,1,1,7
2059,5,0,20,1,1,1,0,3,2,1,0,0,0,2
232,2,0,7,1,0,1,1,3,0,1,0,0,0,5
193,3,4,55,0,0,0,1,1,2,4,0,0,1,8
1241,5,2,48,1,1,0,1,6,1,5,0,0,1,8
269,5,0,20,1,1,0,1,3,0,1,0,0,0,8
422,5,0,20,0,0,1,0,0,1,6,1,1,1,9
348,2,4,20,1,1,0,0,3,0,5,0,0,0,8
738,5,0,34,0,0,0,1,3,2,0,0,1,0,7
691,1,0,54,0,0,1,0,6,1,0,0,0,0,8
421,2,0,20,0,0,0,1,3,0,5,0,0,0,8
908,4,0,44,0,0,0,1,1,2,3,0,0,0,4
300,0,0,20,1,0,1,0,3,0,5,0,0,1,9
584,3,0,55,0,1,0,1,3,0,1,0,0,1,7
92982,3,0,20,0,0,0,1,3,2,3,0,1,0,6
388,0,0,20,1,1,0,1,6,1,0,0,0,1,7
237,1,0,20,1,1,1,1,0,1,3,0,0,1,7
489,5,0,33,0,0,0,1,0,1,6,1,1,1,9
3810,1,4,5,1,0,1,1,6,1,5,0,0,0,8
201,6,0,24,0,1,0,0,6,1,3,0,0,1,9
655,2,0,55,0,0,1,0,3,0,0,1,1,1,7
294,1,4,13,1,1,0,1,3,0,5,0,0,0,8
266,5,0,55,0,0,1,1,3,0,0,0,0,0,7
314,3,0,20,0,1,0,1,2,1,6,1,1,1,9
260,1,0,51,1,1,1,0,3,0,0,0,0,0,0
185,3,4,55,1,0,0,1,3,0,5,0,0,1,8
606,1,0,19,0,0,1,1,2,1,0,0,1,0,0
150,0,0,30,1,1,1,1,0,1,0,0,1,1,9
354,1,0,20,0,0,1,0,3,2,3,0,0,0,0
273,3,0,11,1,0,0,1,1,0,1,0,0,1,1
342,0,4,20,1,0,0,0,0,1,5,0,0,1,8
555,2,4,20,0,1,1,0,0,1,4,1,1,1,7
256,1,0,20,0,0,0,1,0,1,5,0,1,0,8
6043,5,0,20,0,0,0,1,3,0,0,0,1,1,7
408,0,0,20,1,1,0,0,0,1,5,0,1,1,8
436,2,0,48,0,0,1,0,3,0,3,0,0,1,7
293,1,2,55,1,0,1,0,3,0,0,0,1,0,8
292,2,4,34,1,0,1,0,1,2,0,0,0,0,8
192,6,4,37,0,1,0,0,0,1,6,1,1,1,9
399,9,0,30,1,1,0,0,2,1,2,1,1,1,2
442,0,0,33,1,0,1,0,3,0,0,0,0,0,2
541,1,4,20,0,0,1,1,1,0,5,1,1,1,7
669,2,0,41,1,0,1,0,3,0,0,0,0,0,8
795,3,0,20,0,0,1,0,3,0,5,0,0,0,8
527,3,0,14,0,0,0,1,3,0,5,0,0,1,8
1671,8,0,55,0,0,0,1,0,1,2,0,1,1,8
307,0,0,20,1,1,1,1,0,1,5,0,1,0,8
163,0,4,20,0,1,0,1,0,1,6,1,1,1,9
466,2,0,20,0,0,0,1,3,0,3,0,0,0,7
126,1,4,9,1,0,0,1,3,0,6,1,1,1,9
811,4,0,9,0,0,1,0,1,2,4,0,0,0,6
675,5,0,55,0,0,1,1,0,1,4,1,1,1,6
187,0,0,20,1,1,1,1,0,1,5,1,0,0,7
292,0,0,29,1,0,0,1,6,1,0,0,0,0,0
2086437,6,0,46,0,0,0,1,3,0,0,1,1,1,5
365,0,0,20,1,1,1,0,3,0,0,0,0,0,7
379,0,0,20,1,1,1,1,0,1,0,0,0,0,8
262,0,0,5,1,1,1,1,6,1,6,1,1,1,9
134,0,0,20,1,1,0,0,0,1,5,0,0,1,9
497,8,0,7,0,0,0,1,3,0,2,0,0,0,0
220,5,0,34,1,1,0,1,3,2,7,1,1,1,9
239,2,0,20,1,0,1,0,2,1,0,0,1,0,0
228,2,0,33,1,1,1,1,0,1,5,0,0,0,7
629,3,4,20,0,0,1,0,0,1,0,0,1,0,8
370,0,0,20,1,1,1,0,0,1,0,0,0,0,8
529,2,0,55,0,0,0,0,3,0,3,0,0,0,5
406,4,0,20,0,1,1,1,0,1,1,0,0,0,1
316,3,4,55,0,0,0,0,3,0,3,0,0,0,2
2065,5,0,5,0,0,0,0,3,0,2,0,0,0,6
818,7,0,55,0,0,1,1,3,0,3,0,0,0,8
125,2,4,20,1,0,0,1,2,1,5,0,1,1,9
317,2,0,20,1,1,1,1,3,2,5,0,0,0,8
649,0,0,21,1,0,1,0,0,1,0,0,1,0,8
500,4,0,55,0,0,1,1,1,2,2,0,1,1,4
11207,2,0,55,1,0,1,0,1,2,4,0,1,0,0
525,2,4,20,1,1,0,0,3,0,3,0,0,0,0
344,0,0,20,1,1,0,0,0,1,5,0,0,0,8
336,2,4,20,1,0,0,1,2,1,5,0,0,0,7
4865,4,0,5,0,0,1,0,2,1,3,0,0,0,0
1517,1,4,20,1,0,0,0,3,0,3,0,0,0,4
277,4,2,55,0,0,0,1,0,1,0,0,0,1,7
415,7,0,15,0,0,0,1,3,0,6,1,1,1,9
564,8,0,33,1,0,1,0,5,2,5,0,0,0,8
2622,3,0,43,0,0,0,1,1,2,3,0,0,0,5
524,2,4,20,0,1,0,0,0,1,5,0,0,0,8
412,0,0,20,1,1,1,0,0,1,4,0,0,0,0
273,4,4,53,0,0,1,0,0,1,0,0,0,1,9
250,4,0,5,1,1,0,1,2,1,5,0,0,1,8
304,0,0,52,1,1,0,1,7,1,7,1,1,1,9
635,5,4,38,0,0,1,0,2,1,3,1,0,1,0
396,1,0,20,0,1,1,0,0,1,5,0,1,0,8
140,0,0,20,1,0,0,1,0,1,3,0,0,0,8
796,4,0,14,0,0,1,0,0,1,0,0,0,0,0
5660,2,0,40,1,1,1,0,1,2,1,0,0,0,5
156,0,0,47,1,0,1,1,6,1,0,0,1,1,0
517,4,0,23,0,1,1,1,1,2,2,0,1,0,1
426,4,0,45,0,0,0,1,4,1,4,0,1,0,0
455,3,0,55,0,0,1,0,6,1,4,0,0,0,0
502,3,4,34,1,0,1,0,3,0,5,0,1,1,8
8885,4,0,29,0,0,1,0,1,2,1,0,0,0,6
661,0,0,20,1,0,1,0,0,1,5,0,0,0,8
491,0,0,20,1,1,1,0,0,1,0,0,0,0,8
2176,7,0,20,0,0,1,1,0,1,1,0,0,0,8
2169,7,4,55,0,0,1,1,1,0,2,0,0,0,0
274,5,0,5,0,0,1,1,3,0,4,1,1,1,7
258,1,4,20,1,1,0,0,3,0,5,0,1,0,9
130,0,0,20,1,1,0,0,0,1,5,0,0,0,7
2172,4,4,20,0,1,0,1,1,2,5,0,1,0,8
287,1,0,3,1,0,1,0,0,1,3,0,0,0,0
969,8,0,26,0,0,0,0,6,1,2,0,0,0,2
941,9,0,45,0,1,1,0,1,2,1,0,0,0,6
647,4,0,55,0,1,0,1,0,1,1,0,1,1,6
547,0,0,33,1,1,0,1,0,1,0,0,0,0,0
795,2,0,43,0,0,1,1,0,1,5,0,0,0,8
554,2,0,34,0,0,1,1,0,1,3,0,0,0,8
327,3,4,20,0,1,0,0,0,1,0,0,1,0,8
175,5,4,55,1,0,0,1,6,1,6,1,1,1,9
165,2,0,35,1,1,0,1,3,0,3,0,1,1,9
350,2,0,41,1,0,0,0,3,0,5,0,0,0,8
157,3,0,45,1,1,0,0,0,1,0,1,1,1,9
763,7,0,45,0,0,0,0,0,1,4,0,0,0,0
160,0,4,20,1,1,1,1,2,1,6,1,1,1,9
436,3,0,5,1,0,1,0,6,1,0,0,0,0,7
172,1,4,9,0,0,1,0,2,1,6,1,1,1,9
532,3,0,13,0,0,1,1,0,1,6,1,1,1,9
211,4,0,55,1,1,1,1,3,0,5,0,1,1,7
402,0,4,20,1,1,1,1,3,0,0,0,0,1,9
561,1,4,3,1,1,1,0,3,2,3,0,0,0,2
306,0,0,20,1,1,0,0,0,1,0,0,1,1,8
207,0,0,20,0,0,0,1,3,0,6,1,1,1,9
5863,1,0,20,1,0,0,1,3,0,5,0,1,1,7
255,0,0,9,1,1,1,0,2,1,5,0,0,1,8
625,7,4,20,0,1,0,0,5,2,0,0,0,0,2
978,3,0,20,0,1,1,0,3,0,4,0,1,0,8
837,2,0,20,0,0,1,1,3,0,3,0,0,0,5
272,3,4,34,1,1,0,1,3,2,5,0,1,1,9
288,1,0,14,1,1,1,1,0,1,3,0,0,0,8
303,7,0,54,0,0,1,0,3,0,4,0,1,0,0
201,1,0,33,1,0,1,1,3,2,6,1,1,1,9
646,5,0,55,0,0,1,1,3,2,1,0,0,0,7
489,3,0,4,0,0,0,0,1,2,4,0,0,0,0
182,0,4,37,1,1,1,0,6,1,6,1,1,1,9
376,2,4,55,0,0,1,1,6,1,0,0,0,1,8
484,1,0,20,0,0,1,0,3,0,3,0,0,0,0
2674,1,4,3,0,0,1,0,2,1,5,0,0,0,8
359,1,4,20,1,0,1,1,3,0,5,0,1,1,7
328,1,0,20,0,1,1,1,2,1,0,0,0,0,8
19205,3,0,25,0,1,0,1,1,2,7,1,1,1,9
186,4,0,5,1,0,1,0,3,2,4,0,0,1,0
1091,2,0,41,0,0,1,1,0,1,0,0,0,0,8
722,1,0,20,1,0,0,1,0,1,0,0,0,0,0
233,0,0,20,1,0,1,0,3,0,0,0,0,0,8
120,0,0,20,1,0,1,0,3,2,0,0,1,1,9
1484,2,0,9,0,1,0,1,3,2,0,0,1,0,0
471,3,0,55,0,0,0,1,0,1,4,1,1,1,8
628,1,0,55,1,0,0,0,3,0,0,0,0,0,0
833,5,0,20,0,0,1,0,0,1,2,0,0,0,2
516,6,0,17,1,1,0,1,3,0,5,0,0,1,8
273,0,4,20,1,1,0,0,0,1,5,0,1,1,7
250,3,0,5,1,0,1,0,3,0,3,0,0,0,4
155,1,4,33,1,1,0,0,0,1,5,0,1,1,8
144,3,0,34,0,1,0,0,1,2,4,0,1,0,6
591,2,4,20,0,1,0,1,1,0,3,0,0,0,8
466,3,0,10,0,0,0,0,3,2,0,0,0,0,2
3968,2,0,20,0,0,1,0,0,1,4,0,1,0,4
247,1,0,20,1,0,1,1,2,1,5,0,1,1,8
375,2,4,20,1,0,1,0,1,2,0,0,0,0,2
211,0,0,20,1,0,1,1,0,1,5,0,0,1,8
380,1,0,20,1,1,0,0,3,0,5,0,0,0,0
1562,2,0,47,1,1,0,0,6,1,6,1,1,1,9
10392,6,0,48,0,1,1,0,7,1,7,1,1,1,9
394,3,0,53,0,0,1,0,0,1,6,1,1,1,9
145,1,0,55,0,1,1,1,0,1,0,0,0,0,0
288,0,0,3,1,1,0,0,0,1,0,0,1,1,0
729,9,0,45,0,0,0,0,1,0,4,0,0,0,6
718,2,0,20,1,1,0,0,1,0,5,0,0,0,8
223,2,4,27,0,0,0,0,0,1,5,1,1,1,9
956,2,4,7,1,0,0,1,3,0,0,0,0,0,2
869,9,0,34,0,0,1,1,0,1,4,0,0,0,7
703,10,0,55,0,0,1,0,1,2,2,0,0,0,1
229,0,0,20,1,1,0,1,0,1,5,0,0,0,8
163,0,4,20,1,1,0,1,0,1,0,0,1,0,8
322,0,0,9,1,1,1,1,3,0,0,0,1,0,8
86015,6,0,26,0,0,0,0,1,2,2,0,1,0,4
1600,0,0,20,1,1,1,0,0,1,0,0,0,0,0
1209,6,0,10,0,0,0,1,3,0,4,0,0,0,0
2691,5,0,26,0,1,0,1,1,2,2,0,1,0,5
916,4,0,20,0,0,0,1,5,2,4,0,0,0,0
2625,6,0,26,0,0,0,1,0,1,2,0,1,1,8
211,0,0,20,1,0,0,0,0,1,0,0,0,0,8
1100,4,0,20,0,1,1,0,3,2,4,0,1,1,4
359,3,0,55,1,0,1,0,3,0,1,0,0,1,2
171,0,4,3,1,0,1,1,0,1,6,1,1,1,9
337,1,4,15,1,1,0,0,3,2,3,0,1,0,0
830,1,0,20,1,1,0,0,0,1,3,0,0,0,8
176,2,0,55,1,0,0,1,3,2,3,0,1,0,2
297,0,0,20,1,1,1,1,0,1,0,0,0,0,8
763,2,0,20,1,1,1,0,3,0,5,0,0,0,8
570,0,4,35,1,1,1,1,2,1,3,0,1,1,7
1006,2,4,30,1,0,0,0,1,0,5,0,0,0,8
227,0,0,20,1,1,1,0,6,1,5,0,1,1,5
1539,4,0,55,0,0,0,1,1,2,1,0,0,0,6
338,2,0,55,0,1,0,1,6,1,5,1,1,1,7
598,6,0,55,0,0,0,0,3,2,1,1,0,1,7
360,1,0,20,1,0,1,0,0,1,0,0,0,0,8
225,4,1,55,1,0,1,0,6,1,5,0,0,1,8
292,4,4,55,1,1,1,1,3,0,0,1,1,0,7
355,5,0,48,0,1,1,0,5,2,1,0,0,1,8
468,5,0,20,0,1,1,1,3,0,1,0,0,1,8
404,1,0,55,1,0,1,1,3,0,3,0,0,0,2
416976,5,0,35,1,1,0,1,7,1,7,1,1,1,9
439,5,0,35,0,1,1,1,1,2,5,0,1,1,7
297,0,4,20,1,0,1,1,0,1,5,0,1,0,8
9041,5,0,50,0,0,0,0,2,1,5,0,1,1,7
317,2,0,13,0,0,0,1,0,1,0,0,0,0,8
142,0,0,20,1,1,1,1,6,1,5,0,0,1,9
823,4,4,55,0,0,0,1,1,2,1,0,0,0,6
521,5,4,53,0,0,1,0,3,0,0,0,0,0,8
184,7,0,34,0,1,1,1,1,2,7,1,1,1,9
975,5,0,34,0,1,1,0,5,2,2,1,1,0,8
880,7,4,55,0,0,1,1,3,2,2,1,1,1,2
231,0,0,55,1,1,0,0,0,1,0,0,1,0,8
402,0,4,20,1,0,1,1,0,1,0,0,0,0,8
551,1,4,20,1,0,1,0,5,2,5,0,1,0,8
1057,5,0,35,0,0,0,1,1,2,4,0,0,0,5
12987,1,0,20,0,0,1,1,0,1,3,0,0,0,0
296,4,0,29,1,1,1,0,3,0,4,1,1,1,8
156,0,0,30,1,1,0,1,7,1,7,1,1,1,9
446,1,4,27,1,1,1,0,6,1,5,0,1,1,8
399,0,0,21,0,0,1,1,0,1,6,1,1,1,9
275,0,0,56,1,0,1,0,0,1,3,0,0,1,8
297,4,4,5,1,0,1,0,3,0,5,0,0,1,7
193,0,0,20,1,0,0,0,0,1,0,0,0,0,8
155,0,0,20,1,0,0,1,0,1,0,0,1,0,9
405,0,0,20,1,1,1,0,0,1,0,0,0,0,0
1012,0,0,13,1,0,0,0,0,1,3,0,0,0,0
601,4,4,55,0,0,0,1,3,0,6,1,1,1,9
404,1,0,41,0,0,1,0,1,2,5,0,0,0,8
185,1,0,55,0,0,0,1,0,1,4,0,1,0,5
1651,3,0,27,1,0,1,0,0,1,3,0,0,0,0
1173,4,0,20,0,0,1,0,5,2,4,0,0,0,6
925,1,0,30,1,1,0,0,0,1,3,0,1,0,8
296,1,0,20,1,0,0,1,3,0,0,0,0,0,8
832,6,0,55,0,1,0,0,3,0,4,0,0,0,7
269,1,0,33,1,1,1,1,0,1,6,1,1,1,9
422,4,0,55,0,0,0,1,1,2,3,0,0,0,5
489,2,0,35,0,0,1,1,4,1,5,1,1,1,8
441,0,0,20,1,1,1,1,0,1,0,0,0,0,8
449,1,0,51,1,0,1,0,1,0,4,0,0,1,4
599,7,0,25,0,0,0,0,3,0,2,0,0,0,6
465,0,0,20,1,0,1,0,0,1,0,0,1,0,0
891,8,2,34,0,0,0,1,3,0,2,1,1,1,6
384,4,4,20,0,0,0,0,3,0,0,0,0,0,0
304,0,0,20,1,0,1,0,6,1,5,0,1,0,8
292,1,0,20,0,1,0,1,0,1,0,0,0,0,0
264573,2,0,20,0,1,0,0,3,0,5,0,1,0,8
2248,3,0,34,0,0,1,0,3,2,1,0,0,1,4
247,7,4,34,0,0,0,1,0,1,6,1,1,1,9
278,5,0,1,1,0,1,0,6,1,5,0,0,1,8
2124,8,0,55,0,0,1,0,0,1,5,0,0,0,8
545,5,0,20,0,1,1,1,3,2,1,0,0,1,8
795,8,0,26,0,0,0,1,1,2,2,1,0,0,0
586,2,0,35,0,1,0,0,3,0,0,0,0,0,2
935,2,0,5,1,0,1,1,6,1,3,0,0,1,4
177,6,0,53,0,1,1,1,3,0,6,1,1,1,9
415,9,0,15,1,0,0,0,1,2,2,0,0,0,6
791,3,0,26,0,1,0,0,3,0,1,0,0,0,8
341,2,0,46,1,0,1,0,1,2,3,0,0,0,0
581,7,0,55,0,0,1,1,1,0,2,0,0,1,9
720,9,0,55,0,1,0,0,3,2,2,0,0,0,1
413,1,1,55,1,1,0,0,0,1,3,1,1,1,8
319,0,4,20,1,0,0,1,3,0,5,0,0,1,8
239,0,0,20,1,1,0,1,0,1,5,0,1,1,7
267,2,0,56,1,0,0,0,3,0,4,0,1,0,0
381,1,0,20,1,1,1,1,0,1,0,0,0,0,8
1179,2,0,26,0,1,0,0,3,2,0,0,1,0,2
769,4,0,21,1,1,0,0,1,2,5,0,1,0,7
1989,3,2,55,0,0,1,0,0,1,0,1,1,1,8
348,1,0,20,1,0,1,0,2,1,5,0,0,0,8
429,0,0,20,1,0,1,0,3,0,0,0,0,0,8
254,6,0,55,0,0,0,1,5,2,7,1,1,1,9
378,0,0,1,0,0,1,0,4,1,0,0,0,1,8
327,0,4,20,1,1,0,0,2,1,5,0,0,0,8
1149,4,0,23,1,0,1,0,3,0,3,0,1,1,2
361,3,0,20,0,1,1,0,0,1,0,1,1,1,8
242,5,0,13,1,0,1,1,3,0,6,1,1,1,9
324,2,0,29,1,0,0,1,0,1,5,0,0,1,8
1706,4,0,20,1,1,0,1,1,0,1,0,0,0,0
339,8,0,55,1,1,0,0,0,1,2,1,1,1,1
185,1,0,20,1,1,0,1,0,1,5,0,1,1,9
403,6,4,20,0,1,0,1,1,0,6,1,1,1,9
399,5,4,55,1,0,0,1,3,0,5,0,1,1,8
282,0,0,21,1,1,1,1,0,1,5,0,0,1,8
250,1,0,40,1,0,1,0,4,1,5,0,1,1,7
572,2,0,13,0,0,1,1,3,2,0,0,0,0,4
241,0,0,20,1,1,0,1,3,2,5,1,1,1,8
135,0,0,33,1,0,1,1,0,1,6,1,1,1,9
464,7,4,55,0,0,1,1,6,1,5,0,0,0,7
333,2,0,35,1,0,1,1,1,0,3,0,1,0,8
